1119,-7.224335541
1147,-19.63891018
1152,-8.275972105
1158,-10.90095455
1159,-8.249717964
1160,-0.704383323
1195,0.064681457
1196,-0.452472191
1198,0.921526508
1263,1.619101639
1326,-1.341213828
1432,4.495609728
1436,-0.05238608
1445,3.261076996
1452,-0.441136921
1453,-1.263565817
1455,0.478861348
1456,0.804015246
1457,0.384571516
1459,-0.039727065
5157,-0.427210392
5891,-0.500611187
7465,-29.90677606
23139,-1.972411329
1021,2.772869697
1454,0.359028531
10769,-1.812624133
9891,0.153530443
5562,0.588832623
30849,0.185510011
7272,-6.268649872
4751,0.30292861
1633,0.137288624
6790,-40.22841049
1017,0.138956392
221823,-0.728266215
23683,3.24880451
2050,2.813223214
8767,-0.231264209
701,-0.145299239
8558,-0.611357938
657,-1.266446717
51447,1.432987469
3654,-2.329124506
5230,9.359593211
9833,1.554748495
5347,-54.16330735
983,-11.90229926
203,0.364466293
80347,-1.213057793
1111,-31.41739587
7084,0.731760576
545,0.051300568
8491,-0.523917189
1613,0.520280454
1956,9.769244174
9261,0.694636721
369,0.862591974
4145,1.560805063
2475,0.667202961
2064,0.786980076
55781,-0.777512418
207,-0.068826831
5297,0.980680092
6446,-0.441612393
29110,-0.545668741
5591,5.149165409
10114,0.158394649
25,0.29504575
27,1.870099026
90,1.054169816
91,1.084642191
92,-0.790864102
93,0.685830543
94,-0.03683113
132,-0.840307454
156,0.545455757
157,-7.72608469
204,-10.22104874
205,-4.79974216
208,-4.828533377
238,-0.879116305
269,-0.903507427
472,1.327098426
558,0.048557208
640,1.587219905
658,0.614959643
659,0.396901019
2869,-0.18014169
2870,-0.668905677
2872,2.119883442
2931,1.652001375
2932,-0.414943851
2987,-0.658414129
3055,-0.207920285
3098,3.320331044
3099,-0.600454537
3101,-0.083055998
3480,0.135711484
3551,1.075768539
3932,0.158177006
3984,-0.733184005
3985,-0.882512631
4058,-0.549531674
4067,-0.176962217
4117,0.30821134
4139,1.195376901
4140,2.059474346
4214,-0.487471368
4215,0.500295903
4216,-0.507328022
4217,-0.4021215
4233,1.340574873
4246,-0.105597712
4293,0.499971375
4294,0.6917103
4296,-2.179847254
4342,-1.404229406
4354,1.044944724
4355,0.957912745
4356,-0.307556703
4486,2.33961097
4593,-1.404984908
4598,-1.543305596
4638,-0.380962216
4750,-1.02227851
4752,0.111319768
4830,-1.041509615
4831,-0.422912176
4833,-1.124892801
4900,1.017006487
4914,0.921842819
4915,-0.074370798
4916,0.652254824
4919,0.009079645
4920,-1.675328067
4921,1.254785683
5058,0.170470356
5062,-1.21468738
5063,-0.52836091
5108,0.789202795
5127,-1.041335048
5128,-0.116790432
5129,2.845741162
5156,2.302861585
5159,-0.841066052
5163,0.014771393
5164,-2.388386654
5165,0.224410497
5166,1.939238074
5170,-0.354448836
5211,-0.175990622
5213,0.002375957
5214,0.099914525
5218,-3.70395273
5232,-1.475783142
5260,0.556741128
5261,0.821178377
5286,-0.179633977
5287,0.61955998
5288,0.468850679
5289,0.99914913
5290,0.250965914
5291,-0.593594368
5292,-0.700342611
5293,-0.657193483
5294,0.072301599
5298,0.306831057
5305,1.928229315
5313,-0.15075911
5315,0.070281269
5361,2.425138924
5362,-0.289675371
5365,0.128491452
5563,-1.23586462
5566,-0.443743626
660,-2.823620426
673,-0.26349666
695,1.115944124
699,2.428837156
780,-0.413745922
801,-0.762173358
805,0.332102447
808,0.641536076
814,-0.005883832
815,-1.309719767
816,1.13066346
817,-0.048146935
818,-0.907337279
914,-1.192276367
984,-2.707123471
1018,-0.310092734
1019,1.691791955
1020,-0.158228895
1022,0.863110264
1024,0.156627669
1025,0.715330439
3611,-0.820559013
3643,-0.455020102
3645,-0.401196735
3656,-0.111733837
3702,-0.966802308
3705,1.84530358
3706,-0.575125876
