7314,-23.59878256
27243,-22.31675785
8837,-19.94262649
10482,-17.52739219
7316,-14.06815271
26137,-11.76701829
285877,-10.35088645
128866,-9.657931783
5430,-9.53460302
29080,-9.259847061
10447,-8.871064153
8530,-8.812057386
94240,-8.788380524
6155,-8.16478684
1288,-8.162870725
4928,-8.092338618
56267,-7.470761336
154791,-7.458423775
6272,-7.335854068
84868,-7.202046861
1153,-7.189645917
57054,-7.180072014
375612,-7.145381281
27087,-7.011684832
9310,-6.962833949
347853,-6.89792601
59336,-6.891987416
378465,-6.776682312
93099,-6.586073878
56137,-6.566096352
10741,-6.443452018
3118,-6.302244939
79368,-6.300955825
904,-6.295946458
8623,-6.281010203
64405,-6.264173468
23327,-6.258764845
64591,-6.182647412
1908,-6.176714513
23059,-6.114277651
283897,-6.095713779
353132,-6.070481643
84985,-6.023572665
51428,-6.021677897
5741,-5.976209066
340485,-5.936127877
5433,-5.916957042
80097,-5.872460678
56604,-5.834569578
218,-5.818101791
9858,-5.77512164
10137,-5.770336973
10231,-5.758907626
144100,-5.749377566
137075,-5.694261436
23287,-5.686000358
200205,-5.685552375
406,-5.676471054
9377,-5.660360343
59351,-5.630820493
958,-5.518576831
114897,-5.450647441
728656,-5.448019445
84549,-5.381416613
408029,-5.334427601
53904,-5.317474801
54664,-5.303557913
491,-5.291943432
56851,-5.279751728
84305,-5.257285088
51435,-5.212409828
4173,-5.192269231
8483,-5.179569493
6168,-5.167462769
206358,-5.158760914
93589,-5.154237933
5657,-5.146185754
150368,-5.141447015
3689,-5.13030058
9040,-5.120962378
83641,-5.111374834
9994,-5.110975331
7629,-5.108586194
10694,-5.086139087
5993,-5.078046142
11346,-5.072968756
5721,-5.065779088
79643,-5.05927852
374877,-5.049223869
10169,-5.042108071
10215,-5.032640174
6142,-5.019272043
151246,-5.003673836
60343,-5.001930262
8739,-4.9978398
85014,-4.997533191
58497,-4.996904366
79901,-4.980993043
140767,-4.960960396
57472,-4.946255331
64240,-4.920516017
7532,-4.916333246
6122,-4.88960183
80347,-4.887664302
81493,-4.873327546
55268,-4.839013151
79339,-4.816704191
51365,-4.799811901
11215,-4.79653095
57690,-4.790377569
84141,-4.776448694
7545,-4.770901887
54522,-4.760439605
4097,-4.759622907
51426,-4.740279153
51802,-4.735180038
85455,-4.721831155
10270,-4.701303147
3872,-4.694068927
84174,-4.680115214
80237,-4.672772388
3608,-4.672442925
652759,-4.670558756
60506,-4.667885196
84239,-4.660776389
57577,-4.639077846
51380,-4.631930492
7465,-4.626860764
1463,-4.613093322
80228,-4.61209335
9101,-4.595358325
7277,-4.59399143
4848,-4.590916785
125981,-4.581682434
51052,-4.558922118
146956,-4.551852155
79931,-4.551162262
26140,-4.538699923
84709,-4.536117973
80724,-4.534618685
80095,-4.518268357
79096,-4.511290978
56898,-4.502540518
5961,-4.492297811
55858,-4.490972147
30000,-4.485981695
6401,-4.467898928
25823,-4.403423548
